code,name,region
AD-1332,FFFFFFFFFF,Region0
AD-1333,FFFFFFFFFF,Region0
AD-1334,FFFFFFFFFF,Region0
AD-1335,FFFFFFFFFF,Region0
AD-1336,FFFFFFFFFF,Region0
AD-1337,FFFFFFFFFF,Region0
AD-1338,FFFFFFFFFF,Region0
AD-1339,FFFFFFFFFF,Region0
AD-1340,FFFFFFFFFF,Region0
AD-1341,FFFFFFFFFF,Region0
AD-1342,FFFFFFFFFF,Region0
AD-1343,FFFFFFFFFF,Region0
AD-1344,FFFFFFFFFF,Region0
AD-1345,FFFFFFFFFF,Region0
AD-1346,FFFFFFFFFF,Region0
AD-1347,FFFFFFFFFF,Region0
AD-1348,FFFFFFFFFF,Region0
AD-1349,FFFFFFFFFF,Region0
AD-1350,FFFFFFFFFF,Region0
AD-1351,FFFFFFFFFF,Region0
AD-1352,FFFFFFFFFF,Region0
AD-1353,FFFFFFFFFF,Region0
AD-1354,FFFFFFFFFF,Region0
AD-1355,FFFFFFFFFF,Region0
AD-1356,FFFFFFFFFF,Region0
AD-1357,FFFFFFFFFF,Region0
AD-1358,FFFFFFFFFF,Region0
AD-1359,FFFFFFFFFF,Region0
AD-1360,FFFFFFFFFF,Region0
AD-1361,FFFFFFFFFF,Region0
AD-1362,FFFFFFFFFF,Region0
AD-1363,FFFFFFFFFF,Region0
AD-1364,FFFFFFFFFF,Region0
AD-1365,FFFFFFFFFF,Region0
AD-1366,FFFFFFFFFF,Region0
AD-1367,FFFFFFFFFF,Region0
AD-1368,FFFFFFFFFF,Region0
AD-1369,FFFFFFFFFF,Region0
AD-1370,FFFFFFFFFF,Region0
AD-1371,FFFFFFFFFF,Region0
AD-1372,FFFFFFFFFF,Region0
AD-1373,FFFFFFFFFF,Region0
AD-1374,FFFFFFFFFF,Region0
AD-1375,FFFFFFFFFF,Region0
AD-1376,FFFFFFFFFF,Region0
AD-1377,FFFFFFFFFF,Region0
AD-1378,FFFFFFFFFF,Region0
AD-1379,FFFFFFFFFF,Region0
AD-1380,FFFFFFFFFF,Region0
AD-1381,FFFFFFFFFF,Region0
AD-1382,FFFFFFFFFF,Region0
AD-1383,FFFFFFFFFF,Region0
AD-1384,FFFFFFFFFF,Region0
AD-1385,FFFFFFFFFF,Region0
AD-1386,FFFFFFFFFF,Region0
AD-1387,FFFFFFFFFF,Region0
AD-1388,FFFFFFFFFF,Region0
AD-1389,FFFFFFFFFF,Region0
AD-1390,FFFFFFFFFF,Region0
AD-1391,FFFFFFFFFF,Region0
AD-1392,FFFFFFFFFF,Region0
AD-1393,FFFFFFFFFF,Region0
AD-1394,FFFFFFFFFF,Region0
AD-1395,FFFFFFFFFF,Region0
AD-1396,FFFFFFFFFF,Region0
AD-1397,FFFFFFFFFF,Region0
AD-1398,FFFFFFFFFF,Region0
AD-1399,FFFFFFFFFF,Region0
AD-1400,FFFFFFFFFF,Region0
AD-1401,FFFFFFFFFF,Region0
AD-1402,FFFFFFFFFF,Region0
AD-1403,FFFFFFFFFF,Region0
AD-1404,FFFFFFFFFF,Region0
AD-1405,FFFFFFFFFF,Region0
AD-1406,FFFFFFFFFF,Region0
AD-1407,FFFFFFFFFF,Region0
AD-1408,FFFFFFFFFF,Region0
AD-1409,FFFFFFFFFF,Region0
AD-1410,FFFFFFFFFF,Region0
AD-1411,FFFFFFFFFF,Region0
AD-1412,FFFFFFFFFF,Region0
AD-1413,FFFFFFFFFF,Region0
AD-1414,FFFFFFFFFF,Region0
AD-1415,FFFFFFFFFF,Region0
AD-1416,FFFFFFFFFF,Region0
AD-1417,FFFFFFFFFF,Region0
AD-1418,FFFFFFFFFF,Region0
AD-1419,FFFFFFFFFF,Region0
AD-1420,FFFFFFFFFF,Region0
AD-1421,FFFFFFFFFF,Region0
AD-1422,FFFFFFFFFF,Region0
AD-1423,FFFFFFFFFF,Region0
AD-1424,FFFFFFFFFF,Region0
AD-1425,FFFFFFFFFF,Region0
AD-1426,FFFFFFFFFF,Region0
AD-1427,FFFFFFFFFF,Region0
AD-1428,FFFFFFFFFF,Region0
AD-1429,FFFFFFFFFF,Region0
AD-1430,FFFFFFFFFF,Region0
AD-1431,FFFFFFFFFF,Region0
AD-1432,FFFFFFFFFF,Region0
AD-1433,FFFFFFFFFF,Region0
AD-1434,FFFFFFFFFF,Region0
AD-1435,FFFFFFFFFF,Region0
AD-1436,FFFFFFFFFF,Region0
AD-1437,FFFFFFFFFF,Region0
AD-1438,FFFFFFFFFF,Region0
AD-1439,FFFFFFFFFF,Region0
AD-1440,FFFFFFFFFF,Region0
AD-1441,FFFFFFFFFF,Region0
AD-1442,FFFFFFFFFF,Region0
AD-1443,FFFFFFFFFF,Region0
AD-1444,FFFFFFFFFF,Region0
AD-1445,FFFFFFFFFF,Region0
AD-1446,FFFFFFFFFF,Region0
AD-1447,FFFFFFFFFF,Region0
AD-1448,FFFFFFFFFF,Region0
AD-1449,FFFFFFFFFF,Region0
AD-1450,FFFFFFFFFF,Region0
AD-1451,FFFFFFFFFF,Region0
AD-1452,FFFFFFFFFF,Region0
AD-1453,FFFFFFFFFF,Region0
AD-1454,FFFFFFFFFF,Region0
AD-1455,FFFFFFFFFF,Region0
AD-1456,FFFFFFFFFF,Region0
AD-1457,FFFFFFFFFF,Region0
AD-1458,FFFFFFFFFF,Region0
AD-1459,FFFFFFFFFF,Region0
AD-1460,FFFFFFFFFF,Region0
AD-1461,FFFFFFFFFF,Region0
AD-1462,FFFFFFFFFF,Region0
AD-1463,FFFFFFFFFF,Region0
AD-1464,FFFFFFFFFF,Region0
AD-1465,FFFFFFFFFF,Region0
AD-1466,FFFFFFFFFF,Region0
AD-1467,FFFFFFFFFF,Region0
AD-1468,FFFFFFFFFF,Region0
AD-1469,FFFFFFFFFF,Region0
AD-1470,FFFFFFFFFF,Region0
AD-1471,FFFFFFFFFF,Region0
AD-1472,FFFFFFFFFF,Region0
AD-1473,FFFFFFFFFF,Region0
AD-1474,FFFFFFFFFF,Region0
AD-1475,FFFFFFFFFF,Region0
AD-1476,FFFFFFFFFF,Region0
AD-1477,FFFFFFFFFF,Region0
AD-1478,FFFFFFFFFF,Region0
AD-1479,FFFFFFFFFF,Region0
AD-1480,FFFFFFFFFF,Region0
AD-1481,FFFFFFFFFF,Region0
AD-1482,Sant Julià de Lòria,Region3
AD-1483,FFFFFFFFFF,Region0
AD-1484,FFFFFFFFFF,Region0
AD-1485,FFFFFFFFFF,Region0
AD-1486,FFFFFFFFFF,Region0
AD-1487,FFFFFFFFFF,Region0
AD-1488,FFFFFFFFFF,Region0
AD-1489,FFFFFFFFFF,Region0
AD-1490,FFFFFFFFFF,Region0
AD-1491,FFFFFFFFFF,Region0
AD-1492,FFFFFFFFFF,Region0
AD-1493,FFFFFFFFFF,Region0
AD-1494,FFFFFFFFFF,Region0
AD-1495,FFFFFFFFFF,Region0
AD-1496,FFFFFFFFFF,Region0
AD-1497,FFFFFFFFFF,Region0
AD-1498,FFFFFFFFFF,Region0
AD-1499,FFFFFFFFFF,Region0
AD-1500,FFFFFFFFFF,Region0
AD-1501,FFFFFFFFFF,Region0
AD-1502,FFFFFFFFFF,Region0
AD-1503,FFFFFFFFFF,Region0
AD-1504,FFFFFFFFFF,Region0
AD-1505,FFFFFFFFFF,Region0
AD-1506,FFFFFFFFFF,Region0
AD-1507,FFFFFFFFFF,Region0
AD-1508,FFFFFFFFFF,Region0
AD-1509,FFFFFFFFFF,Region0
AD-1510,FFFFFFFFFF,Region0
AD-1511,FFFFFFFFFF,Region0
AD-1512,FFFFFFFFFF,Region0
AD-1513,FFFFFFFFFF,Region0
AD-1514,FFFFFFFFFF,Region0
AD-1515,FFFFFFFFFF,Region0
AD-1516,FFFFFFFFFF,Region0
AD-1517,FFFFFFFFFF,Region0
AD-1518,FFFFFFFFFF,Region0
AD-1519,FFFFFFFFFF,Region0
AD-1520,FFFFFFFFFF,Region0
AD-1521,FFFFFFFFFF,Region0
AD-1522,FFFFFFFFFF,Region0
AD-1523,FFFFFFFFFF,Region0
AD-1524,FFFFFFFFFF,Region0
AD-1525,FFFFFFFFFF,Region0
AD-1526,FFFFFFFFFF,Region0
AD-1527,FFFFFFFFFF,Region0
AD-1528,FFFFFFFFFF,Region0
AD-1529,FFFFFFFFFF,Region0
AD-1530,FFFFFFFFFF,Region0
AD-1531,FFFFFFFFFF,Region0
AD-1532,FFFFFFFFFF,Region0
AD-1533,FFFFFFFFFF,Region0
AD-1534,FFFFFFFFFF,Region0
AD-1535,FFFFFFFFFF,Region0
AD-1536,FFFFFFFFFF,Region0
AD-1537,FFFFFFFFFF,Region0
AD-1538,FFFFFFFFFF,Region0
AD-1539,FFFFFFFFFF,Region0
AD-1540,FFFFFFFFFF,Region0
AD-1541,FFFFFFFFFF,Region0
AD-1542,FFFFFFFFFF,Region0
AD-1543,FFFFFFFFFF,Region0
AD-1544,FFFFFFFFFF,Region0
AD-1545,FFFFFFFFFF,Region0
AD-1546,FFFFFFFFFF,Region0
AD-1547,FFFFFFFFFF,Region0
AD-1548,FFFFFFFFFF,Region0
AD-1549,FFFFFFFFFF,Region0
AD-1550,FFFFFFFFFF,Region0
AD-1551,FFFFFFFFFF,Region0
AD-1552,FFFFFFFFFF,Region0
AD-1553,FFFFFFFFFF,Region0
AD-1554,FFFFFFFFFF,Region0
AD-1555,FFFFFFFFFF,Region0
AD-1556,FFFFFFFFFF,Region0
AD-1557,FFFFFFFFFF,Region0
AD-1558,FFFFFFFFFF,Region0
AD-1559,FFFFFFFFFF,Region0
AD-1560,FFFFFFFFFF,Region0
AD-1561,FFFFFFFFFF,Region0
AD-1562,FFFFFFFFFF,Region0
AD-1563,FFFFFFFFFF,Region0
AD-1564,FFFFFFFFFF,Region0
AD-1565,FFFFFFFFFF,Region0
AD-1566,FFFFFFFFFF,Region0
AD-1567,FFFFFFFFFF,Region0
AD-1568,FFFFFFFFFF,Region0
AD-1569,FFFFFFFFFF,Region0
AD-1570,FFFFFFFFFF,Region0
AD-1571,FFFFFFFFFF,Region0
AD-1572,FFFFFFFFFF,Region0
AD-1573,FFFFFFFFFF,Region0
AD-1574,FFFFFFFFFF,Region0
AD-1575,FFFFFFFFFF,Region0
AD-1576,FFFFFFFFFF,Region0
AD-1577,FFFFFFFFFF,Region0
AD-1578,FFFFFFFFFF,Region0
AD-1579,FFFFFFFFFF,Region0
AD-1580,FFFFFFFFFF,Region0
AD-1581,FFFFFFFFFF,Region0
AD-1582,FFFFFFFFFF,Region0
AD-1583,FFFFFFFFFF,Region0
AD-1584,FFFFFFFFFF,Region0
AD-1585,FFFFFFFFFF,Region0
AD-1586,FFFFFFFFFF,Region0
AD-1587,FFFFFFFFFF,Region0
AD-1588,FFFFFFFFFF,Region0
AD-1589,FFFFFFFFFF,Region0
AD-1590,FFFFFFFFFF,Region0
AD-1591,FFFFFFFFFF,Region0
AD-1592,FFFFFFFFFF,Region0
AD-1593,FFFFFFFFFF,Region0
AD-1594,FFFFFFFFFF,Region0
AD-1595,FFFFFFFFFF,Region0
AD-1596,FFFFFFFFFF,Region0
AD-1597,FFFFFFFFFF,Region0
AD-1598,FFFFFFFFFF,Region0
AD-1599,FFFFFFFFFF,Region0
AD-1600,FFFFFFFFFF,Region0
AD-1601,FFFFFFFFFF,Region0
AD-1602,FFFFFFFFFF,Region0
AD-1603,FFFFFFFFFF,Region0
AD-1604,FFFFFFFFFF,Region0
AD-1605,FFFFFFFFFF,Region0
AD-1606,FFFFFFFFFF,Region0
AD-1607,FFFFFFFFFF,Region0
AD-1608,FFFFFFFFFF,Region0
AD-1609,FFFFFFFFFF,Region0
AD-1610,FFFFFFFFFF,Region0
AD-1611,FFFFFFFFFF,Region0
AD-1612,FFFFFFFFFF,Region0
AD-1613,FFFFFFFFFF,Region0
AD-1614,FFFFFFFFFF,Region0
AD-1615,FFFFFFFFFF,Region0
AD-1616,FFFFFFFFFF,Region0
AD-1617,FFFFFFFFFF,Region0
AD-1618,FFFFFFFFFF,Region0
AD-1619,FFFFFFFFFF,Region0
AD-1620,FFFFFFFFFF,Region0
AD-1621,FFFFFFFFFF,Region0
AD-1622,FFFFFFFFFF,Region0
AD-1623,FFFFFFFFFF,Region0
AD-1624,FFFFFFFFFF,Region0
AD-1625,FFFFFFFFFF,Region0
AD-1626,FFFFFFFFFF,Region0
AD-1627,FFFFFFFFFF,Region0
AD-1628,FFFFFFFFFF,Region0
AD-1629,FFFFFFFFFF,Region0
AD-1630,FFFFFFFFFF,Region0
AD-1631,FFFFFFFFFF,Region0
AD-1632,FFFFFFFFFF,Region0
AD-1633,FFFFFFFFFFFFFFFF,Region0
